baixinz2::NEWTABLE,TimeStamp,TEXT,974,26
Wed Mar 28 14:13:57 2018,Mon Apr  2 10:04:32 2018
Wed Mar 28 14:13:57 2018,Mon Apr  2 10:04:32 2018
Wed Mar 28 14:13:57 2018,Mon Apr  2 10:04:32 2018
Wed Mar 28 14:13:57 2018,Mon Apr  2 10:04:32 2018
Wed Mar 28 14:13:57 2018,Mon Apr  2 10:04:32 2018
Wed Mar 28 14:13:57 2018,Mon Apr  2 10:04:32 2018
Wed Mar 28 14:13:57 2018,Mon Apr  2 10:04:32 2018
Wed Mar 28 14:13:57 2018,Mon Apr  2 10:04:32 2018
Wed Mar 28 14:13:57 2018,Mon Apr  2 10:04:32 2018
Wed Mar 28 14:13:57 2018,Mon Apr  2 10:04:32 2018
Wed Mar 28 14:13:57 2018,Mon Apr  2 10:04:32 2018
Wed Mar 28 14:13:57 2018,Mon Apr  2 10:04:32 2018
Wed Mar 28 14:13:57 2018,Mon Apr  2 10:04:32 2018
Wed Mar 28 14:13:57 2018,Mon Apr  2 10:04:32 2018
Wed Mar 28 14:13:57 2018,Mon Apr  2 10:04:32 2018
Wed Mar 28 14:13:57 2018,Mon Apr  2 10:04:32 2018
Wed Mar 28 14:13:57 2018,Mon Apr  2 10:04:32 2018
Wed Mar 28 14:13:57 2018,Mon Apr  2 10:04:32 2018
Wed Mar 28 14:13:57 2018,Mon Apr  2 10:04:32 2018
Wed Mar 28 14:13:57 2018,Mon Apr  2 10:04:32 2018
Wed Mar 28 14:13:57 2018,Mon Apr  2 10:04:32 2018
Wed Mar 28 14:13:57 2018,Mon Apr  2 10:04:32 2018
Wed Mar 28 14:13:57 2018,Mon Apr  2 10:04:32 2018
Wed Mar 28 14:13:57 2018,Mon Apr  2 10:04:32 2018
Wed Mar 28 14:13:57 2018,Mon Apr  2 10:04:32 2018
Wed Mar 28 14:13:57 2018,Mon Apr  2 10:04:32 2018
