baixinz2::NEWTABLE,TimeStamp,TEXT,974,26
Wed Mar 28 14:13:57 2018,Fri May  4 14:19:44 2018
Wed Mar 28 14:13:57 2018,Fri May  4 14:19:44 2018
Wed Mar 28 14:13:57 2018,Fri May  4 14:19:44 2018
Wed Mar 28 14:13:57 2018,Fri May  4 14:19:44 2018
Wed Mar 28 14:13:57 2018,Fri May  4 14:19:44 2018
Wed Mar 28 14:13:57 2018,Fri May  4 14:19:44 2018
Wed Mar 28 14:13:57 2018,Fri May  4 14:19:44 2018
Wed Mar 28 14:13:57 2018,Fri May  4 14:19:44 2018
Wed Mar 28 14:13:57 2018,Fri May  4 14:19:44 2018
Wed Mar 28 14:13:57 2018,Fri May  4 14:19:44 2018
Wed Mar 28 14:13:57 2018,Fri May  4 14:19:44 2018
Wed Mar 28 14:13:57 2018,Fri May  4 14:19:44 2018
Wed Mar 28 14:13:57 2018,Fri May  4 14:19:44 2018
Wed Mar 28 14:13:57 2018,Fri May  4 14:19:44 2018
Wed Mar 28 14:13:57 2018,Fri May  4 14:19:44 2018
Wed Mar 28 14:13:57 2018,Fri May  4 14:19:44 2018
Wed Mar 28 14:13:57 2018,Fri May  4 14:19:44 2018
Wed Mar 28 14:13:57 2018,Fri May  4 14:19:44 2018
Wed Mar 28 14:13:57 2018,Fri May  4 14:19:44 2018
Wed Mar 28 14:13:57 2018,Fri May  4 14:19:44 2018
Wed Mar 28 14:13:57 2018,Fri May  4 14:19:44 2018
Wed Mar 28 14:13:57 2018,Fri May  4 14:19:44 2018
Wed Mar 28 14:13:57 2018,Fri May  4 14:19:44 2018
Wed Mar 28 14:13:57 2018,Fri May  4 14:19:44 2018
Wed Mar 28 14:13:57 2018,Fri May  4 14:19:44 2018
Wed Mar 28 14:13:57 2018,Fri May  4 14:19:44 2018
